run,step,time,magnetization,coordination_level,invalid_count
4,119,2.38,0.4,0.4,0
5,119,2.38,-0.04,0.04,0
6,119,2.38,0.0,0.0,0
7,119,2.38,0.12,0.12,0
8,119,2.38,0.24,0.24,0
9,119,2.38,-0.32,0.32,0
10,119,2.38,0.24,0.24,0
11,119,2.38,0.28,0.28,0
12,119,2.38,0.04,0.04,0
13,119,2.38,-0.56,0.56,0
14,119,2.38,-0.12,0.12,0
15,119,2.38,0.12,0.12,0
16,119,2.38,0.24,0.24,0
17,119,2.38,0.48,0.48,0
18,119,2.38,0.68,0.68,0
19,119,2.38,0.28,0.28,0
0,120,2.4,-0.52,0.52,0
1,120,2.4,0.44,0.44,0
2,120,2.4,-0.24,0.24,0
3,120,2.4,-0.6,0.6,0
4,120,2.4,0.44,0.44,0
5,120,2.4,-0.08,0.08,0
6,120,2.4,0.0,0.0,0
7,120,2.4,0.16,0.16,0
8,120,2.4,0.2,0.2,0
9,120,2.4,-0.36,0.36,0
10,120,2.4,0.24,0.24,0
11,120,2.4,0.32,0.32,0
12,120,2.4,0.0,0.0,0
13,120,2.4,-0.56,0.56,0
14,120,2.4,-0.16,0.16,0
15,120,2.4,0.12,0.12,0
16,120,2.4,0.28,0.28,0
17,120,2.4,0.48,0.48,0
18,120,2.4,0.68,0.68,0
19,120,2.4,0.28,0.28,0
0,121,2.42,-0.56,0.56,0
1,121,2.42,0.44,0.44,0
2,121,2.42,-0.24,0.24,0
3,121,2.42,-0.56,0.56,0
4,121,2.42,0.44,0.44,0
5,121,2.42,-0.08,0.08,0
6,121,2.42,0.0,0.0,0
7,121,2.42,0.16,0.16,0
8,121,2.42,0.16,0.16,0
9,121,2.42,-0.32,0.32,0
10,121,2.42,0.24,0.24,0
11,121,2.42,0.28,0.28,0
12,121,2.42,-0.04,0.04,0
13,121,2.42,-0.6,0.6,0
14,121,2.42,-0.12,0.12,0
15,121,2.42,0.16,0.16,0
16,121,2.42,0.28,0.28,0
17,121,2.42,0.48,0.48,0
18,121,2.42,0.68,0.68,0
19,121,2.42,0.24,0.24,0
0,122,2.44,-0.56,0.56,0
1,122,2.44,0.44,0.44,0
2,122,2.44,-0.24,0.24,0
3,122,2.44,-0.56,0.56,0
4,122,2.44,0.44,0.44,0
5,122,2.44,-0.04,0.04,0
6,122,2.44,0.04,0.04,0
7,122,2.44,0.2,0.2,0
8,122,2.44,0.2,0.2,0
9,122,2.44,-0.32,0.32,0
10,122,2.44,0.28,0.28,0
11,122,2.44,0.32,0.32,0
12,122,2.44,-0.08,0.08,0
13,122,2.44,-0.6,0.6,0
14,122,2.44,-0.12,0.12,0
15,122,2.44,0.2,0.2,0
16,122,2.44,0.24,0.24,0
17,122,2.44,0.44,0.44,0
18,122,2.44,0.64,0.64,0
19,122,2.44,0.28,0.28,0
0,123,2.46,-0.56,0.56,0
1,123,2.46,0.44,0.44,0
2,123,2.46,-0.24,0.24,0
3,123,2.46,-0.56,0.56,0
4,123,2.46,0.44,0.44,0
5,123,2.46,-0.04,0.04,0
6,123,2.46,0.08,0.08,0
7,123,2.46,0.16,0.16,0
8,123,2.46,0.2,0.2,0
9,123,2.46,-0.28,0.28,0
10,123,2.46,0.32,0.32,0
11,123,2.46,0.32,0.32,0
12,123,2.46,-0.08,0.08,0
13,123,2.46,-0.56,0.56,0
14,123,2.46,-0.12,0.12,0
15,123,2.46,0.2,0.2,0
16,123,2.46,0.24,0.24,0
17,123,2.46,0.44,0.44,0
18,123,2.46,0.68,0.68,0
19,123,2.46,0.28,0.28,0
0,124,2.48,-0.56,0.56,0
1,124,2.48,0.4,0.4,0
2,124,2.48,-0.24,0.24,0
3,124,2.48,-0.56,0.56,0
4,124,2.48,0.44,0.44,0
5,124,2.48,-0.04,0.04,0
6,124,2.48,0.12,0.12,0
7,124,2.48,0.16,0.16,0
8,124,2.48,0.24,0.24,0
9,124,2.48,-0.28,0.28,0
10,124,2.48,0.32,0.32,0
11,124,2.48,0.32,0.32,0
12,124,2.48,-0.12,0.12,0
13,124,2.48,-0.56,0.56,0
14,124,2.48,-0.08,0.08,0
15,124,2.48,0.2,0.2,0
16,124,2.48,0.28,0.28,0
17,124,2.48,0.44,0.44,0
18,124,2.48,0.68,0.68,0
19,124,2.48,0.24,0.24,0
0,125,2.5,-0.56,0.56,0
1,125,2.5,0.4,0.4,0
2,125,2.5,-0.28,0.28,0
3,125,2.5,-0.56,0.56,0
4,125,2.5,0.44,0.44,0
5,125,2.5,-0.08,0.08,0
6,125,2.5,0.12,0.12,0
7,125,2.5,0.2,0.2,0
8,125,2.5,0.24,0.24,0
9,125,2.5,-0.32,0.32,0
10,125,2.5,0.36,0.36,0
11,125,2.5,0.28,0.28,0
12,125,2.5,-0.16,0.16,0
13,125,2.5,-0.56,0.56,0
14,125,2.5,-0.04,0.04,0
15,125,2.5,0.2,0.2,0
16,125,2.5,0.28,0.28,0
17,125,2.5,0.44,0.44,0
18,125,2.5,0.68,0.68,0
19,125,2.5,0.28,0.28,0
0,126,2.52,-0.52,0.52,0
1,126,2.52,0.36,0.36,0
2,126,2.52,-0.28,0.28,0
3,126,2.52,-0.56,0.56,0
4,126,2.52,0.44,0.44,0
5,126,2.52,-0.08,0.08,0
6,126,2.52,0.12,0.12,0
7,126,2.52,0.16,0.16,0
8,126,2.52,0.24,0.24,0
9,126,2.52,-0.28,0.28,0
10,126,2.52,0.36,0.36,0
11,126,2.52,0.28,0.28,0
12,126,2.52,-0.16,0.16,0
13,126,2.52,-0.56,0.56,0
14,126,2.52,-0.08,0.08,0
15,126,2.52,0.2,0.2,0
16,126,2.52,0.28,0.28,0
17,126,2.52,0.44,0.44,0
18,126,2.52,0.68,0.68,0
19,126,2.52,0.28,0.28,0
0,127,2.54,-0.52,0.52,0
1,127,2.54,0.36,0.36,0
2,127,2.54,-0.28,0.28,0
3,127,2.54,-0.56,0.56,0
4,127,2.54,0.48,0.48,0
5,127,2.54,-0.08,0.08,0
6,127,2.54,0.08,0.08,0
7,127,2.54,0.2,0.2,0
8,127,2.54,0.28,0.28,0
9,127,2.54,-0.28,0.28,0
10,127,2.54,0.36,0.36,0
11,127,2.54,0.32,0.32,0
12,127,2.54,-0.2,0.2,0
13,127,2.54,-0.56,0.56,0
14,127,2.54,-0.12,0.12,0
15,127,2.54,0.16,0.16,0
16,127,2.54,0.28,0.28,0
17,127,2.54,0.48,0.48,0
18,127,2.54,0.68,0.68,0
19,127,2.54,0.28,0.28,0
0,128,2.56,-0.52,0.52,0
1,128,2.56,0.4,0.4,0
2,128,2.56,-0.32,0.32,0
3,128,2.56,-0.56,0.56,0
4,128,2.56,0.48,0.48,0
5,128,2.56,-0.12,0.12,0
6,128,2.56,0.12,0.12,0
7,128,2.56,0.2,0.2,0
8,128,2.56,0.32,0.32,0
9,128,2.56,-0.32,0.32,0
10,128,2.56,0.36,0.36,0
11,128,2.56,0.32,0.32,0
12,128,2.56,-0.2,0.2,0
13,128,2.56,-0.56,0.56,0
14,128,2.56,-0.12,0.12,0
15,128,2.56,0.16,0.16,0
16,128,2.56,0.32,0.32,0
17,128,2.56,0.48,0.48,0
18,128,2.56,0.68,0.68,0
19,128,2.56,0.32,0.32,0
0,129,2.58,-0.56,0.56,0
1,129,2.58,0.4,0.4,0
2,129,2.58,-0.32,0.32,0
3,129,2.58,-0.6,0.6,0
4,129,2.58,0.52,0.52,0
5,129,2.58,-0.12,0.12,0
6,129,2.58,0.08,0.08,0
7,129,2.58,0.16,0.16,0
8,129,2.58,0.32,0.32,0
9,129,2.58,-0.36,0.36,0
10,129,2.58,0.32,0.32,0
11,129,2.58,0.32,0.32,0
12,129,2.58,-0.16,0.16,0
13,129,2.58,-0.6,0.6,0
14,129,2.58,-0.08,0.08,0
15,129,2.58,0.12,0.12,0
16,129,2.58,0.32,0.32,0
17,129,2.58,0.48,0.48,0
18,129,2.58,0.68,0.68,0
19,129,2.58,0.36,0.36,0
0,130,2.6,-0.6,0.6,0
1,130,2.6,0.4,0.4,0
2,130,2.6,-0.36,0.36,0
3,130,2.6,-0.6,0.6,0
4,130,2.6,0.52,0.52,0
5,130,2.6,-0.16,0.16,0
6,130,2.6,0.04,0.04,0
7,130,2.6,0.12,0.12,0
8,130,2.6,0.28,0.28,0
9,130,2.6,-0.4,0.4,0
10,130,2.6,0.32,0.32,0
11,130,2.6,0.32,0.32,0
12,130,2.6,-0.2,0.2,0
13,130,2.6,-0.56,0.56,0
14,130,2.6,-0.08,0.08,0
15,130,2.6,0.16,0.16,0
16,130,2.6,0.28,0.28,0
17,130,2.6,0.44,0.44,0
18,130,2.6,0.64,0.64,0
19,130,2.6,0.36,0.36,0
0,131,2.62,-0.64,0.64,0
1,131,2.62,0.36,0.36,0
2,131,2.62,-0.36,0.36,0
3,131,2.62,-0.6,0.6,0
4,131,2.62,0.52,0.52,0
5,131,2.62,-0.2,0.2,0
6,131,2.62,0.0,0.0,0
7,131,2.62,0.16,0.16,0
8,131,2.62,0.28,0.28,0
9,131,2.62,-0.44,0.44,0
10,131,2.62,0.32,0.32,0
11,131,2.62,0.32,0.32,0
12,131,2.62,-0.24,0.24,0
13,131,2.62,-0.6,0.6,0
14,131,2.62,-0.12,0.12,0
15,131,2.62,0.16,0.16,0
16,131,2.62,0.32,0.32,0
17,131,2.62,0.48,0.48,0
18,131,2.62,0.64,0.64,0
19,131,2.62,0.36,0.36,0
0,132,2.64,-0.6,0.6,0
1,132,2.64,0.32,0.32,0
2,132,2.64,-0.32,0.32,0
3,132,2.64,-0.6,0.6,0
4,132,2.64,0.52,0.52,0
5,132,2.64,-0.24,0.24,0
6,132,2.64,0.0,0.0,0
7,132,2.64,0.16,0.16,0
8,132,2.64,0.28,0.28,0
9,132,2.64,-0.4,0.4,0
10,132,2.64,0.32,0.32,0
11,132,2.64,0.32,0.32,0
12,132,2.64,-0.2,0.2,0
13,132,2.64,-0.64,0.64,0
14,132,2.64,-0.12,0.12,0
15,132,2.64,0.2,0.2,0
16,132,2.64,0.32,0.32,0
17,132,2.64,0.48,0.48,0
18,132,2.64,0.68,0.68,0
19,132,2.64,0.36,0.36,0
0,133,2.66,-0.56,0.56,0
1,133,2.66,0.36,0.36,0
2,133,2.66,-0.32,0.32,0
3,133,2.66,-0.6,0.6,0
4,133,2.66,0.52,0.52,0
5,133,2.66,-0.2,0.2,0
6,133,2.66,0.0,0.0,0
7,133,2.66,0.12,0.12,0
8,133,2.66,0.28,0.28,0
9,133,2.66,-0.44,0.44,0
10,133,2.66,0.32,0.32,0
11,133,2.66,0.28,0.28,0
12,133,2.66,-0.24,0.24,0
13,133,2.66,-0.68,0.68,0
14,133,2.66,-0.16,0.16,0
15,133,2.66,0.2,0.2,0
16,133,2.66,0.32,0.32,0
17,133,2.66,0.48,0.48,0
18,133,2.66,0.72,0.72,0
19,133,2.66,0.36,0.36,0
0,134,2.68,-0.56,0.56,0
1,134,2.68,0.4,0.4,0
2,134,2.68,-0.36,0.36,0
3,134,2.68,-0.6,0.6,0
4,134,2.68,0.52,0.52,0
5,134,2.68,-0.2,0.2,0
6,134,2.68,-0.04,0.04,0
7,134,2.68,0.16,0.16,0
8,134,2.68,0.32,0.32,0
9,134,2.68,-0.4,0.4,0
10,134,2.68,0.36,0.36,0
11,134,2.68,0.32,0.32,0
12,134,2.68,-0.2,0.2,0
13,134,2.68,-0.68,0.68,0
14,134,2.68,-0.12,0.12,0
15,134,2.68,0.2,0.2,0
16,134,2.68,0.32,0.32,0
17,134,2.68,0.44,0.44,0
18,134,2.68,0.72,0.72,0
19,134,2.68,0.36,0.36,0
0,135,2.7,-0.56,0.56,0
1,135,2.7,0.4,0.4,0
2,135,2.7,-0.36,0.36,0
3,135,2.7,-0.6,0.6,0
4,135,2.7,0.52,0.52,0
5,135,2.7,-0.16,0.16,0
6,135,2.7,-0.08,0.08,0
7,135,2.7,0.16,0.16,0
8,135,2.7,0.28,0.28,0
9,135,2.7,-0.4,0.4,0
10,135,2.7,0.4,0.4,0
11,135,2.7,0.28,0.28,0
12,135,2.7,-0.2,0.2,0
13,135,2.7,-0.64,0.64,0
14,135,2.7,-0.12,0.12,0
15,135,2.7,0.2,0.2,0
16,135,2.7,0.32,0.32,0
17,135,2.7,0.44,0.44,0
18,135,2.7,0.68,0.68,0
19,135,2.7,0.4,0.4,0
0,136,2.72,-0.56,0.56,0
1,136,2.72,0.4,0.4,0
2,136,2.72,-0.36,0.36,0
3,136,2.72,-0.6,0.6,0
4,136,2.72,0.52,0.52,0
5,136,2.72,-0.16,0.16,0
6,136,2.72,-0.08,0.08,0
7,136,2.72,0.12,0.12,0
8,136,2.72,0.28,0.28,0
9,136,2.72,-0.4,0.4,0
10,136,2.72,0.4,0.4,0
11,136,2.72,0.32,0.32,0
12,136,2.72,-0.16,0.16,0
13,136,2.72,-0.64,0.64,0
14,136,2.72,-0.16,0.16,0
15,136,2.72,0.24,0.24,0
16,136,2.72,0.32,0.32,0
17,136,2.72,0.44,0.44,0
18,136,2.72,0.68,0.68,0
19,136,2.72,0.36,0.36,0
0,137,2.74,-0.56,0.56,0
1,137,2.74,0.36,0.36,0
2,137,2.74,-0.4,0.4,0
3,137,2.74,-0.6,0.6,0
4,137,2.74,0.56,0.56,0
5,137,2.74,-0.16,0.16,0
6,137,2.74,-0.08,0.08,0
7,137,2.74,0.16,0.16,0
8,137,2.74,0.24,0.24,0
9,137,2.74,-0.4,0.4,0
10,137,2.74,0.4,0.4,0
11,137,2.74,0.36,0.36,0
12,137,2.74,-0.2,0.2,0
13,137,2.74,-0.64,0.64,0
14,137,2.74,-0.16,0.16,0
15,137,2.74,0.2,0.2,0
16,137,2.74,0.32,0.32,0
17,137,2.74,0.48,0.48,0
18,137,2.74,0.68,0.68,0
19,137,2.74,0.36,0.36,0
0,138,2.76,-0.52,0.52,0
1,138,2.76,0.36,0.36,0
2,138,2.76,-0.4,0.4,0
3,138,2.76,-0.6,0.6,0
4,138,2.76,0.56,0.56,0
5,138,2.76,-0.2,0.2,0
6,138,2.76,-0.08,0.08,0
7,138,2.76,0.16,0.16,0
8,138,2.76,0.28,0.28,0
9,138,2.76,-0.36,0.36,0
10,138,2.76,0.44,0.44,0
11,138,2.76,0.36,0.36,0
12,138,2.76,-0.2,0.2,0
13,138,2.76,-0.64,0.64,0
14,138,2.76,-0.16,0.16,0
15,138,2.76,0.2,0.2,0
16,138,2.76,0.32,0.32,0
17,138,2.76,0.52,0.52,0
18,138,2.76,0.68,0.68,0
19,138,2.76,0.32,0.32,0
0,139,2.78,-0.52,0.52,0
1,139,2.78,0.36,0.36,0
2,139,2.78,-0.4,0.4,0
3,139,2.78,-0.6,0.6,0
4,139,2.78,0.56,0.56,0
5,139,2.78,-0.24,0.24,0
6,139,2.78,-0.12,0.12,0
7,139,2.78,0.16,0.16,0
8,139,2.78,0.32,0.32,0
9,139,2.78,-0.32,0.32,0
10,139,2.78,0.48,0.48,0
11,139,2.78,0.4,0.4,0
12,139,2.78,-0.16,0.16,0
13,139,2.78,-0.64,0.64,0
14,139,2.78,-0.12,0.12,0
15,139,2.78,0.16,0.16,0
16,139,2.78,0.32,0.32,0
17,139,2.78,0.48,0.48,0
18,139,2.78,0.68,0.68,0
19,139,2.78,0.32,0.32,0
0,140,2.8,-0.56,0.56,0
1,140,2.8,0.36,0.36,0
2,140,2.8,-0.44,0.44,0
3,140,2.8,-0.6,0.6,0
4,140,2.8,0.56,0.56,0
5,140,2.8,-0.24,0.24,0
6,140,2.8,-0.12,0.12,0
7,140,2.8,0.2,0.2,0
8,140,2.8,0.28,0.28,0
9,140,2.8,-0.28,0.28,0
10,140,2.8,0.52,0.52,0
11,140,2.8,0.44,0.44,0
12,140,2.8,-0.12,0.12,0
13,140,2.8,-0.64,0.64,0
14,140,2.8,-0.12,0.12,0
15,140,2.8,0.16,0.16,0
16,140,2.8,0.32,0.32,0
17,140,2.8,0.44,0.44,0
18,140,2.8,0.68,0.68,0
19,140,2.8,0.36,0.36,0
0,141,2.82,-0.56,0.56,0
1,141,2.82,0.36,0.36,0
2,141,2.82,-0.44,0.44,0
3,141,2.82,-0.6,0.6,0
4,141,2.82,0.56,0.56,0
5,141,2.82,-0.28,0.28,0
6,141,2.82,-0.16,0.16,0
7,141,2.82,0.16,0.16,0
8,141,2.82,0.28,0.28,0
9,141,2.82,-0.28,0.28,0
10,141,2.82,0.48,0.48,0
11,141,2.82,0.44,0.44,0
12,141,2.82,-0.12,0.12,0
13,141,2.82,-0.64,0.64,0
14,141,2.82,-0.12,0.12,0
15,141,2.82,0.2,0.2,0
16,141,2.82,0.32,0.32,0
17,141,2.82,0.44,0.44,0
18,141,2.82,0.68,0.68,0
19,141,2.82,0.36,0.36,0
0,142,2.84,-0.56,0.56,0
1,142,2.84,0.32,0.32,0
2,142,2.84,-0.44,0.44,0
3,142,2.84,-0.6,0.6,0
4,142,2.84,0.56,0.56,0
5,142,2.84,-0.28,0.28,0
6,142,2.84,-0.16,0.16,0
7,142,2.84,0.16,0.16,0
8,142,2.84,0.28,0.28,0
9,142,2.84,-0.32,0.32,0
10,142,2.84,0.48,0.48,0
11,142,2.84,0.44,0.44,0
12,142,2.84,-0.16,0.16,0
13,142,2.84,-0.6,0.6,0
14,142,2.84,-0.12,0.12,0
15,142,2.84,0.16,0.16,0
16,142,2.84,0.32,0.32,0
17,142,2.84,0.48,0.48,0
18,142,2.84,0.68,0.68,0
19,142,2.84,0.36,0.36,0
0,143,2.86,-0.56,0.56,0
1,143,2.86,0.28,0.28,0
2,143,2.86,-0.4,0.4,0
3,143,2.86,-0.6,0.6,0
4,143,2.86,0.56,0.56,0
5,143,2.86,-0.28,0.28,0
6,143,2.86,-0.16,0.16,0
7,143,2.86,0.16,0.16,0
8,143,2.86,0.32,0.32,0
9,143,2.86,-0.36,0.36,0
10,143,2.86,0.48,0.48,0
11,143,2.86,0.4,0.4,0
12,143,2.86,-0.16,0.16,0
13,143,2.86,-0.6,0.6,0
14,143,2.86,-0.12,0.12,0
15,143,2.86,0.16,0.16,0
16,143,2.86,0.36,0.36,0
17,143,2.86,0.44,0.44,0
18,143,2.86,0.64,0.64,0
19,143,2.86,0.4,0.4,0
0,144,2.88,-0.6,0.6,0
1,144,2.88,0.24,0.24,0
2,144,2.88,-0.4,0.4,0
3,144,2.88,-0.6,0.6,0
4,144,2.88,0.52,0.52,0
5,144,2.88,-0.32,0.32,0
6,144,2.88,-0.16,0.16,0
7,144,2.88,0.16,0.16,0
8,144,2.88,0.28,0.28,0
9,144,2.88,-0.36,0.36,0
10,144,2.88,0.44,0.44,0
11,144,2.88,0.44,0.44,0
12,144,2.88,-0.16,0.16,0
13,144,2.88,-0.6,0.6,0
14,144,2.88,-0.16,0.16,0
15,144,2.88,0.16,0.16,0
16,144,2.88,0.32,0.32,0
17,144,2.88,0.44,0.44,0
18,144,2.88,0.6,0.6,0
19,144,2.88,0.36,0.36,0
0,145,2.9,-0.56,0.56,0
1,145,2.9,0.24,0.24,0
2,145,2.9,-0.44,0.44,0
3,145,2.9,-0.56,0.56,0
4,145,2.9,0.48,0.48,0
5,145,2.9,-0.32,0.32,0
6,145,2.9,-0.12,0.12,0
7,145,2.9,0.16,0.16,0
8,145,2.9,0.32,0.32,0
9,145,2.9,-0.36,0.36,0
10,145,2.9,0.44,0.44,0
11,145,2.9,0.48,0.48,0
12,145,2.9,-0.12,0.12,0
13,145,2.9,-0.6,0.6,0
14,145,2.9,-0.2,0.2,0
15,145,2.9,0.16,0.16,0
16,145,2.9,0.32,0.32,0
17,145,2.9,0.44,0.44,0
18,145,2.9,0.6,0.6,0
19,145,2.9,0.4,0.4,0
0,146,2.92,-0.56,0.56,0
1,146,2.92,0.24,0.24,0
2,146,2.92,-0.48,0.48,0
3,146,2.92,-0.52,0.52,0
4,146,2.92,0.48,0.48,0
5,146,2.92,-0.36,0.36,0
6,146,2.92,-0.12,0.12,0
7,146,2.92,0.12,0.12,0
8,146,2.92,0.36,0.36,0
9,146,2.92,-0.36,0.36,0
10,146,2.92,0.44,0.44,0
11,146,2.92,0.44,0.44,0
12,146,2.92,-0.12,0.12,0
13,146,2.92,-0.6,0.6,0
14,146,2.92,-0.16,0.16,0
15,146,2.92,0.2,0.2,0
16,146,2.92,0.32,0.32,0
17,146,2.92,0.44,0.44,0
18,146,2.92,0.6,0.6,0
19,146,2.92,0.4,0.4,0
0,147,2.94,-0.56,0.56,0
1,147,2.94,0.2,0.2,0
2,147,2.94,-0.48,0.48,0
3,147,2.94,-0.52,0.52,0
4,147,2.94,0.52,0.52,0
5,147,2.94,-0.4,0.4,0
6,147,2.94,-0.12,0.12,0
7,147,2.94,0.08,0.08,0
8,147,2.94,0.4,0.4,0
9,147,2.94,-0.4,0.4,0
10,147,2.94,0.4,0.4,0
11,147,2.94,0.44,0.44,0
12,147,2.94,-0.12,0.12,0
13,147,2.94,-0.64,0.64,0
14,147,2.94,-0.2,0.2,0
15,147,2.94,0.2,0.2,0
16,147,2.94,0.32,0.32,0
17,147,2.94,0.44,0.44,0
18,147,2.94,0.64,0.64,0
19,147,2.94,0.36,0.36,0
0,148,2.96,-0.56,0.56,0
1,148,2.96,0.24,0.24,0
2,148,2.96,-0.48,0.48,0
3,148,2.96,-0.52,0.52,0
4,148,2.96,0.52,0.52,0
5,148,2.96,-0.36,0.36,0
6,148,2.96,-0.16,0.16,0
7,148,2.96,0.08,0.08,0
8,148,2.96,0.4,0.4,0
9,148,2.96,-0.44,0.44,0
10,148,2.96,0.4,0.4,0
11,148,2.96,0.44,0.44,0
12,148,2.96,-0.08,0.08,0
13,148,2.96,-0.68,0.68,0
14,148,2.96,-0.2,0.2,0
15,148,2.96,0.2,0.2,0
16,148,2.96,0.32,0.32,0
17,148,2.96,0.48,0.48,0
18,148,2.96,0.68,0.68,0
19,148,2.96,0.36,0.36,0
0,149,2.98,-0.56,0.56,0
1,149,2.98,0.24,0.24,0
2,149,2.98,-0.48,0.48,0
3,149,2.98,-0.52,0.52,0
4,149,2.98,0.52,0.52,0
5,149,2.98,-0.36,0.36,0
6,149,2.98,-0.2,0.2,0
7,149,2.98,0.08,0.08,0
8,149,2.98,0.4,0.4,0
9,149,2.98,-0.44,0.44,0
10,149,2.98,0.44,0.44,0
11,149,2.98,0.4,0.4,0
12,149,2.98,-0.08,0.08,0
13,149,2.98,-0.68,0.68,0
14,149,2.98,-0.2,0.2,0
15,149,2.98,0.2,0.2,0
16,149,2.98,0.28,0.28,0
17,149,2.98,0.48,0.48,0
18,149,2.98,0.64,0.64,0
19,149,2.98,0.4,0.4,0
0,150,3.0,-0.52,0.52,0
1,150,3.0,0.24,0.24,0
2,150,3.0,-0.44,0.44,0
3,150,3.0,-0.52,0.52,0
4,150,3.0,0.56,0.56,0
5,150,3.0,-0.36,0.36,0
6,150,3.0,-0.24,0.24,0
7,150,3.0,0.04,0.04,0
8,150,3.0,0.44,0.44,0
9,150,3.0,-0.48,0.48,0
10,150,3.0,0.4,0.4,0
11,150,3.0,0.4,0.4,0
12,150,3.0,-0.04,0.04,0
13,150,3.0,-0.68,0.68,0
14,150,3.0,-0.16,0.16,0
15,150,3.0,0.2,0.2,0
16,150,3.0,0.32,0.32,0
17,150,3.0,0.52,0.52,0
18,150,3.0,0.6,0.6,0
19,150,3.0,0.36,0.36,0
0,151,3.02,-0.52,0.52,0
1,151,3.02,0.24,0.24,0
2,151,3.02,-0.44,0.44,0
3,151,3.02,-0.48,0.48,0
4,151,3.02,0.56,0.56,0
5,151,3.02,-0.36,0.36,0
6,151,3.02,-0.24,0.24,0
7,151,3.02,0.04,0.04,0
8,151,3.02,0.44,0.44,0
9,151,3.02,-0.52,0.52,0
10,151,3.02,0.4,0.4,0
11,151,3.02,0.4,0.4,0
12,151,3.02,-0.08,0.08,0
13,151,3.02,-0.68,0.68,0
14,151,3.02,-0.2,0.2,0
15,151,3.02,0.2,0.2,0
16,151,3.02,0.32,0.32,0
17,151,3.02,0.52,0.52,0
18,151,3.02,0.56,0.56,0
19,151,3.02,0.36,0.36,0
0,152,3.04,-0.52,0.52,0
1,152,3.04,0.28,0.28,0
2,152,3.04,-0.4,0.4,0
3,152,3.04,-0.44,0.44,0
4,152,3.04,0.56,0.56,0
5,152,3.04,-0.36,0.36,0
6,152,3.04,-0.28,0.28,0
7,152,3.04,0.0,0.0,0
8,152,3.04,0.44,0.44,0
9,152,3.04,-0.52,0.52,0
10,152,3.04,0.4,0.4,0
11,152,3.04,0.4,0.4,0
12,152,3.04,-0.08,0.08,0
13,152,3.04,-0.68,0.68,0
14,152,3.04,-0.2,0.2,0
15,152,3.04,0.2,0.2,0
16,152,3.04,0.32,0.32,0
17,152,3.04,0.52,0.52,0
18,152,3.04,0.56,0.56,0
19,152,3.04,0.36,0.36,0
0,153,3.06,-0.52,0.52,0
1,153,3.06,0.24,0.24,0
2,153,3.06,-0.36,0.36,0
3,153,3.06,-0.4,0.4,0
4,153,3.06,0.56,0.56,0
5,153,3.06,-0.36,0.36,0
6,153,3.06,-0.28,0.28,0
7,153,3.06,0.0,0.0,0
8,153,3.06,0.44,0.44,0
9,153,3.06,-0.52,0.52,0
10,153,3.06,0.44,0.44,0
11,153,3.06,0.4,0.4,0
12,153,3.06,-0.04,0.04,0
13,153,3.06,-0.68,0.68,0
14,153,3.06,-0.24,0.24,0
15,153,3.06,0.16,0.16,0
16,153,3.06,0.36,0.36,0
17,153,3.06,0.52,0.52,0
18,153,3.06,0.56,0.56,0
19,153,3.06,0.36,0.36,0
0,154,3.08,-0.48,0.48,0
1,154,3.08,0.24,0.24,0
2,154,3.08,-0.4,0.4,0
3,154,3.08,-0.44,0.44,0
4,154,3.08,0.56,0.56,0
5,154,3.08,-0.32,0.32,0
6,154,3.08,-0.28,0.28,0
7,154,3.08,0.0,0.0,0
8,154,3.08,0.48,0.48,0
9,154,3.08,-0.56,0.56,0
10,154,3.08,0.44,0.44,0
11,154,3.08,0.44,0.44,0
12,154,3.08,-0.08,0.08,0
13,154,3.08,-0.68,0.68,0
14,154,3.08,-0.2,0.2,0
15,154,3.08,0.16,0.16,0
16,154,3.08,0.4,0.4,0
17,154,3.08,0.52,0.52,0
18,154,3.08,0.56,0.56,0
19,154,3.08,0.4,0.4,0
0,155,3.1,-0.48,0.48,0
1,155,3.1,0.24,0.24,0
2,155,3.1,-0.36,0.36,0
3,155,3.1,-0.4,0.4,0
4,155,3.1,0.56,0.56,0
5,155,3.1,-0.36,0.36,0
6,155,3.1,-0.28,0.28,0
7,155,3.1,0.04,0.04,0
8,155,3.1,0.52,0.52,0
9,155,3.1,-0.52,0.52,0
10,155,3.1,0.4,0.4,0
11,155,3.1,0.4,0.4,0
12,155,3.1,-0.12,0.12,0
13,155,3.1,-0.68,0.68,0
14,155,3.1,-0.16,0.16,0
15,155,3.1,0.16,0.16,0
16,155,3.1,0.4,0.4,0
17,155,3.1,0.52,0.52,0
18,155,3.1,0.52,0.52,0
19,155,3.1,0.4,0.4,0
0,156,3.12,-0.48,0.48,0
1,156,3.12,0.2,0.2,0
2,156,3.12,-0.4,0.4,0
3,156,3.12,-0.36,0.36,0
4,156,3.12,0.52,0.52,0
5,156,3.12,-0.36,0.36,0
6,156,3.12,-0.24,0.24,0
7,156,3.12,0.08,0.08,0
8,156,3.12,0.52,0.52,0
9,156,3.12,-0.48,0.48,0
10,156,3.12,0.44,0.44,0
11,156,3.12,0.4,0.4,0
12,156,3.12,-0.08,0.08,0
13,156,3.12,-0.68,0.68,0
14,156,3.12,-0.12,0.12,0
15,156,3.12,0.16,0.16,0
16,156,3.12,0.36,0.36,0
17,156,3.12,0.52,0.52,0
18,156,3.12,0.52,0.52,0
19,156,3.12,0.36,0.36,0
0,157,3.14,-0.48,0.48,0
1,157,3.14,0.2,0.2,0
