model_label,q,n_display,rel,leader_share,n_valid,k_leader,p_leader,rest_share,lead,beta_eff,beta_eff_ci_lo,beta_eff_ci_hi,at_boundary
gemma4_E4B_it,2,199,0.8,0.8944723618090452,150,150,1.0,0.10552763819095479,0.7889447236180904,3.6169265690605905,1.8573234578048994,5.376529680316281,True
gemma4_E4B_it,2,199,1.0,0.9949748743718592,150,147,0.98,0.005025125628140836,0.9899497487437183,1.8895227823594338,1.3541314114201917,2.424914153298676,False
gemma4_E4B_it,2,399,0.1,0.5513784461152882,150,100,0.6666666666666666,0.4486215538847118,0.10275689223057638,3.348604537754985,1.7035705761031505,4.99363849940682,False
gemma4_E4B_it,2,399,0.25,0.6265664160401002,150,126,0.84,0.3734335839598998,0.25313283208020043,3.2425054804759434,2.3879549141936356,4.097056046758252,False
gemma4_E4B_it,2,399,0.4,0.6992481203007519,150,147,0.98,0.3007518796992481,0.3984962406015038,4.693978043102257,3.363951560692181,6.024004525512334,False
gemma4_E4B_it,2,399,0.6,0.7994987468671679,150,150,1.0,0.20050125313283207,0.5989974937343359,4.7638849281062745,2.4462966162879733,7.081473239924576,True
gemma4_E4B_it,2,399,0.8,0.8972431077694235,150,150,1.0,0.10275689223057649,0.794486215538847,3.5916987312851734,1.8443687422486617,5.339028720321685,True
gemma4_E4B_it,2,399,1.0,0.9974937343358397,150,146,0.9733333333333334,0.0025062656641603454,0.9949874686716793,1.7502471846859666,1.278866406498312,2.221627962873621,False
gemma4_E4B_it,2,799,0.1,0.5506883604505632,150,103,0.6866666666666666,0.44931163954943676,0.10137672090112648,3.841325181667884,2.1471460417235027,5.535504321612266,False
gemma4_E4B_it,2,799,0.25,0.6257822277847309,150,139,0.9266666666666666,0.3742177722152691,0.25156445556946183,4.960393868527067,3.76522506871374,6.155562668340394,False
gemma4_E4B_it,2,799,0.4,0.6996245306633292,150,144,0.96,0.3003754693366708,0.3992490613266584,3.8841385379154625,2.899946054817999,4.868331021012927,False
gemma4_E4B_it,2,799,0.6,0.799749687108886,150,150,1.0,0.20025031289111395,0.5994993742177721,4.759896765693474,2.4442486599744027,7.075544871412546,True
gemma4_E4B_it,2,799,0.8,0.8986232790988736,150,150,1.0,0.10137672090112637,0.7972465581977473,3.5792630310316698,1.8379829012994324,5.320543160763907,True
gemma4_E4B_it,2,799,1.0,0.9987484355444304,150,145,0.9666666666666667,0.0012515644555696204,0.9974968710888608,1.641823693540857,1.2150573461641916,2.0685900409175226,False
gemma4_E4B_it,3,24,0.06,0.375,150,77,0.5133333333333333,0.3125,0.0625,5.969117685603644,3.416181193799981,8.522054177407307,False
gemma4_E4B_it,3,24,0.15,0.4166666666666667,150,119,0.7933333333333333,0.29166666666666663,0.12500000000000006,8.10590402439969,6.535666662009999,9.676141386789382,False
gemma4_E4B_it,3,24,0.2,0.4583333333333333,150,124,0.8266666666666667,0.27083333333333337,0.18749999999999994,5.974155102593419,4.855990693659013,7.0923195115278235,False
gemma4_E4B_it,3,24,0.25,0.5,150,135,0.9,0.25,0.25,5.722557593909001,4.671469675981604,6.773645511836398,False
gemma4_E4B_it,3,24,0.4,0.5833333333333334,150,149,0.9933333333333333,0.20833333333333331,0.37500000000000006,7.059971287043354,4.915515702057573,9.204426872029137,False
gemma4_E4B_it,3,24,0.6,0.6666666666666666,150,150,1.0,0.16666666666666669,0.49999999999999994,6.400257445308817,3.6237982647345106,9.176716625883124,True
gemma4_E4B_it,3,24,0.8,0.7916666666666666,150,150,1.0,0.10416666666666669,0.6875,4.654732687497321,2.635489647079644,6.673975727914998,True
gemma4_E4B_it,3,24,1.0,0.9166666666666666,150,150,1.0,0.041666666666666685,0.875,3.6572899687478952,2.070741865562577,5.2438380719332125,True
gemma4_E4B_it,3,49,0.03,0.3673469387755102,150,72,0.48,0.3163265306122449,0.05102040816326531,6.013624152795674,2.8849034995881757,9.142344806003173,False
gemma4_E4B_it,3,49,0.06,0.3877551020408163,150,94,0.6266666666666667,0.30612244897959184,0.08163265306122447,7.395976558556891,5.377096539267855,9.414856577845926,False
gemma4_E4B_it,3,49,0.1,0.4081632653061224,150,89,0.5933333333333334,0.29591836734693877,0.11224489795918363,4.759007538216899,3.312905746097472,6.2051093303363265,False
gemma4_E4B_it,3,49,0.15,0.4489795918367347,150,119,0.7933333333333333,0.2755102040816326,0.17346938775510207,5.841019076405661,4.709524506448383,6.9725136463629385,False
gemma4_E4B_it,3,49,0.2,0.4693877551020408,150,133,0.8866666666666667,0.2653061224489796,0.20408163265306117,6.676367054803414,5.455548919350722,7.897185190256106,False
gemma4_E4B_it,3,49,0.25,0.4897959183673469,150,136,0.9066666666666666,0.25510204081632654,0.2346938775510204,6.253514527920135,5.100160963323333,7.4068680925169375,False
gemma4_E4B_it,3,49,0.4,0.5918367346938775,150,149,0.9933333333333333,0.20408163265306123,0.3877551020408163,6.827735389443245,4.753821106595154,8.901649672291338,False
gemma4_E4B_it,3,49,0.6,0.7142857142857143,150,150,1.0,0.14285714285714285,0.5714285714285714,5.600225264645214,3.170823481642697,8.029627047647732,True
gemma4_E4B_it,3,49,0.8,0.8367346938775511,150,150,1.0,0.08163265306122447,0.7551020408163266,4.238008308380162,2.3995420942160943,6.076474522544229,True
gemma4_E4B_it,3,49,1.0,0.9591836734693876,150,150,1.0,0.0204081632653062,0.9387755102040813,3.4088327697840444,1.9300664670868592,4.88759907248123,True
gemma4_E4B_it,3,99,0.03,0.3535353535353535,150,61,0.4066666666666667,0.32323232323232326,0.03030303030303022,5.246104546511543,-0.11037454062471566,10.6025836336478,False
gemma4_E4B_it,3,99,0.06,0.3737373737373737,150,71,0.47333333333333333,0.31313131313131315,0.06060606060606055,4.843472770946877,2.207979520445222,7.4789660214485325,False
gemma4_E4B_it,3,99,0.1,0.3939393939393939,150,92,0.6133333333333333,0.30303030303030304,0.09090909090909088,6.332309889622828,4.531539109346948,8.133080669898709,False
gemma4_E4B_it,3,99,0.15,0.4343434343434343,150,106,0.7066666666666667,0.2828282828282829,0.15151515151515144,5.167149822572864,4.012623934757018,6.3216757103887105,False
gemma4_E4B_it,3,99,0.2,0.4646464646464646,150,113,0.7533333333333333,0.26767676767676774,0.19696969696969685,4.570776906820482,3.6336431803985225,5.5079106332424415,False
gemma4_E4B_it,3,99,0.25,0.494949494949495,150,132,0.88,0.2525252525252525,0.2424242424242425,5.4902906311727575,4.486958549969914,6.493622712375601,False
gemma4_E4B_it,3,99,0.4,0.5959595959595959,150,148,0.9866666666666667,0.20202020202020204,0.39393939393939387,6.063675631870849,4.477132418202752,7.650218845538945,False
gemma4_E4B_it,3,99,0.6,0.7171717171717171,150,150,1.0,0.14141414141414144,0.5757575757575757,5.558118307768183,3.1469827035852327,7.969253911951133,True
gemma4_E4B_it,3,99,0.8,0.8484848484848485,150,150,1.0,0.07575757575757575,0.7727272727272727,4.1413430528468815,2.3448106418870363,5.937875463806726,True
gemma4_E4B_it,3,99,1.0,0.9797979797979798,150,150,1.0,0.01010101010101011,0.9696969696969697,3.3001327452373586,1.8685209802537317,4.7317445102209845,True
gemma4_E4B_it,3,199,0.03,0.3567839195979899,150,62,0.41333333333333333,0.3216080402010051,0.0351758793969848,4.908351848028235,0.3051720166016884,9.51153167945478,False
gemma4_E4B_it,3,199,0.06,0.3768844221105528,150,75,0.5,0.31155778894472363,0.06532663316582915,5.305241881978042,2.863626109215712,7.7468576547403725,False
gemma4_E4B_it,3,199,0.1,0.4020100502512563,150,95,0.6333333333333333,0.2989949748743719,0.10301507537688442,5.998590025647657,4.392885662991707,7.604294388303607,False
gemma4_E4B_it,3,199,0.15,0.4321608040201005,150,107,0.7133333333333334,0.28391959798994976,0.14824120603015073,5.389449846043591,4.201503710290373,6.577395981796809,False
gemma4_E4B_it,3,199,0.2,0.4673366834170854,150,130,0.8666666666666667,0.26633165829145733,0.20100502512562807,6.3284376089311,5.170125895805466,7.486749322056735,False
gemma4_E4B_it,3,199,0.25,0.5025125628140703,150,138,0.92,0.24874371859296485,0.25376884422110546,6.104549341722156,4.9640465454146065,7.245052138029705,False
gemma4_E4B_it,3,199,0.4,0.5979899497487438,150,147,0.98,0.20100502512562812,0.39698492462311563,5.58486243785472,4.249772563487242,6.919952312222197,False
gemma4_E4B_it,3,199,0.6,0.7286432160804021,150,150,1.0,0.13567839195979897,0.5929648241206031,5.396827252612094,3.0556604011956243,7.737994104028563,True
gemma4_E4B_it,3,199,0.8,0.8592964824120602,150,150,1.0,0.07035175879396988,0.7889447236180904,4.056214113428199,2.296611002172508,5.815817224683889,True
gemma4_E4B_it,3,199,1.0,0.9899497487437184,150,150,1.0,0.005025125628140781,0.9849246231155777,3.249110284735854,1.8396322823524685,4.658588287119239,True
gemma4_E4B_it,3,399,0.03,0.3533834586466165,150,63,0.42,0.32330827067669177,0.030075187969924755,6.1936153727047625,0.8218713429449719,11.565359402464553,False
gemma4_E4B_it,3,399,0.06,0.3734335839598997,150,60,0.4,0.31328320802005016,0.06015037593984951,2.414288276280283,-0.29137798629400247,5.119954538854568,False
gemma4_E4B_it,3,399,0.1,0.3984962406015037,150,94,0.6266666666666667,0.30075187969924816,0.09774436090225552,6.176859543410156,4.490761944883047,7.862957141937264,False
gemma4_E4B_it,3,399,0.15,0.4335839598997493,150,115,0.7666666666666667,0.28320802005012535,0.15037593984962394,6.227342671684413,4.97670638326681,7.477978960102017,False
gemma4_E4B_it,3,399,0.2,0.4661654135338345,150,110,0.7333333333333333,0.2669172932330828,0.19924812030075173,4.258159938583012,3.3546942458737736,5.16162563129225,False
gemma4_E4B_it,3,399,0.25,0.4987468671679197,150,128,0.8533333333333334,0.25062656641604014,0.24812030075187957,4.908023987364918,4.005394686090936,5.8106532886389,False
gemma4_E4B_it,3,399,0.4,0.5989974937343359,150,147,0.98,0.20050125313283207,0.3984962406015038,5.563681580974642,4.233655098564564,6.893708063384718,False
gemma4_E4B_it,3,399,0.6,0.7293233082706767,150,150,1.0,0.13533834586466165,0.5939849624060151,5.387558482443497,3.050412463352467,7.724704501534527,True
gemma4_E4B_it,3,399,0.8,0.8621553884711779,150,150,1.0,0.06892230576441105,0.7932330827067668,4.034285498701766,2.2841951147378667,5.784375882665665,True
gemma4_E4B_it,3,399,1.0,0.9949874686716792,150,150,1.0,0.002506265664160401,0.9924812030075187,3.224372122068457,1.825625640945795,4.623118603191118,True
gemma4_E4B_it,3,799,0.03,0.3541927409261577,150,54,0.36,0.32290362953692114,0.03128911138923657,1.9464418846695701,-3.360684280858546,7.2535680501976865,False
gemma4_E4B_it,3,799,0.06,0.3742177722152691,150,80,0.5333333333333333,0.31289111389236546,0.06132665832290363,6.732729923243118,4.126139772237227,9.33932007424901,False
gemma4_E4B_it,3,799,0.1,0.4005006257822278,150,88,0.5866666666666667,0.2997496871088861,0.10075093867334167,5.1661214750891125,3.558981127564621,6.773261822613604,False
gemma4_E4B_it,3,799,0.15,0.4330413016270338,150,103,0.6866666666666666,0.2834793491864831,0.1495619524405507,4.921001157730518,3.7726454227054553,6.0693568927555805,False
gemma4_E4B_it,3,799,0.2,0.4668335419274093,150,118,0.7866666666666666,0.2665832290362954,0.2002503128911139,4.960841316836726,3.991804025357358,5.929878608316094,False
gemma4_E4B_it,3,799,0.25,0.5006257822277848,150,129,0.86,0.24968710888610762,0.25093867334167713,4.958930987845813,4.04945164872541,5.868410326966215,False
gemma4_E4B_it,3,799,0.4,0.5994993742177722,150,148,0.9866666666666667,0.2002503128911139,0.3992490613266583,5.983033987673838,4.417590427270064,7.548477548077611,False
gemma4_E4B_it,3,799,0.6,0.7321652065081352,150,149,0.9933333333333333,0.1339173967459324,0.5982478097622028,4.425405642009133,3.0811953812322184,5.769615902786047,False
gemma4_E4B_it,3,799,0.8,0.8648310387984981,150,150,1.0,0.06758448060075095,0.7972465581977471,4.013976215699956,2.272696085967719,5.755256345432194,True
gemma4_E4B_it,3,799,1.0,0.9974968710888612,150,150,1.0,0.0012515644555693983,0.9962453066332918,3.2121895092975774,1.8187278979415031,4.6056511206536515,True
gemma4_E4B_it,5,24,0.06,0.25,150,73,0.4866666666666667,0.1875,0.0625,10.66641464783504,8.113478156031377,13.219351139638704,False
gemma4_E4B_it,5,24,0.15,0.2916666666666667,150,101,0.6733333333333333,0.17708333333333331,0.11458333333333337,9.182751229209108,7.700036927476577,10.66546553094164,False
gemma4_E4B_it,5,24,0.2,0.3333333333333333,150,128,0.8533333333333334,0.16666666666666669,0.16666666666666663,9.386123868734375,8.042359946537019,10.72988779093173,False
gemma4_E4B_it,5,24,0.25,0.375,150,142,0.9466666666666667,0.15625,0.21875,9.612731879616746,8.030939086077572,11.194524673155922,False
gemma4_E4B_it,5,24,0.4,0.4583333333333333,150,150,1.0,0.13541666666666669,0.32291666666666663,10.983336194893567,6.684302624972061,15.282369764815074,True
gemma4_E4B_it,5,24,0.6,0.5833333333333334,150,150,1.0,0.10416666666666666,0.47916666666666674,7.401813522645663,4.504638725524649,10.298988319766677,True
gemma4_E4B_it,5,24,0.8,0.7083333333333334,150,150,1.0,0.07291666666666666,0.6354166666666667,5.5816954433065655,3.3969406782644898,7.766450208348642,True
gemma4_E4B_it,5,24,1.0,0.8333333333333334,150,150,1.0,0.04166666666666666,0.7916666666666667,4.480045026864481,2.726491860185972,6.233598193542989,True
gemma4_E4B_it,5,49,0.03,0.2244897959183673,150,40,0.26666666666666666,0.19387755102040818,0.030612244897959107,6.248819966484763,0.3683678262193588,12.129272106750168,False
gemma4_E4B_it,5,49,0.06,0.2448979591836734,150,62,0.41333333333333333,0.18877551020408165,0.05612244897959176,9.25171998664906,6.366583975357508,12.136855997940614,False
gemma4_E4B_it,5,49,0.1,0.2857142857142857,150,90,0.6,0.17857142857142858,0.10714285714285712,8.348670618348551,6.829700084973518,9.867641151723586,False
gemma4_E4B_it,5,49,0.15,0.3061224489795918,150,109,0.7266666666666667,0.17346938775510207,0.13265306122448972,8.88228835952692,7.535602919189527,10.22897379986431,False
gemma4_E4B_it,5,49,0.2,0.3469387755102041,150,128,0.8533333333333334,0.163265306122449,0.18367346938775508,8.517038325333042,7.297696988524331,9.736379662141754,False
gemma4_E4B_it,5,49,0.25,0.3877551020408163,150,148,0.9866666666666667,0.15306122448979592,0.2346938775510204,11.654732208127657,8.991680753301365,14.317783662953948,False
gemma4_E4B_it,5,49,0.4,0.4897959183673469,150,150,1.0,0.12755102040816327,0.3622448979591837,9.790896525847023,5.958600755476855,13.62319229621719,True
gemma4_E4B_it,5,49,0.6,0.6326530612244898,150,150,1.0,0.09183673469387754,0.5408163265306123,6.558053333350364,3.991138241876006,9.124968424824722,True
gemma4_E4B_it,5,49,0.8,0.7755102040816326,150,150,1.0,0.056122448979591844,0.7193877551020408,4.930167754149919,3.000430167651466,6.859905340648374,True
gemma4_E4B_it,5,49,1.0,0.9183673469387756,150,150,1.0,0.02040816326530609,0.8979591836734695,3.9497366666769236,2.40375371385714,5.4957196194967075,True
gemma4_E4B_it,5,99,0.03,0.2222222222222222,150,47,0.31333333333333335,0.19444444444444445,0.027777777777777762,10.934144270191126,4.751132540431648,17.117155999950604,False
gemma4_E4B_it,5,99,0.06,0.2424242424242424,150,66,0.44,0.1893939393939394,0.05303030303030301,10.812165015946526,7.78280238791594,13.841527643977113,False
gemma4_E4B_it,5,99,0.1,0.2828282828282828,150,98,0.6533333333333333,0.17929292929292928,0.10353535353535354,9.733572499040742,8.116132750829719,11.351012247251766,False
gemma4_E4B_it,5,99,0.15,0.3131313131313131,150,110,0.7333333333333333,0.1717171717171717,0.14141414141414138,8.45038510316269,7.177430084460925,9.723340121864455,False
gemma4_E4B_it,5,99,0.2,0.3535353535353535,150,130,0.8666666666666667,0.16161616161616163,0.19191919191919185,8.433869144002353,7.220720669001689,9.647017619003018,False
gemma4_E4B_it,5,99,0.25,0.3939393939393939,150,146,0.9733333333333334,0.15151515151515152,0.2424242424242424,10.04281243515152,8.108113320165158,11.977511550137882,False
gemma4_E4B_it,5,99,0.4,0.5050505050505051,150,149,0.9933333333333333,0.12373737373737373,0.3813131313131314,7.851979323687465,5.743027970241183,9.960930677133748,False
gemma4_E4B_it,5,99,0.6,0.6565656565656566,150,150,1.0,0.08585858585858586,0.5707070707070707,6.214575734168207,3.7821026467623993,8.647048821574014,True
gemma4_E4B_it,5,99,0.8,0.8080808080808081,150,150,1.0,0.04797979797979798,0.76010101010101,4.666093408378787,2.839718266339875,6.4924685504176995,True
gemma4_E4B_it,5,99,1.0,0.9595959595959596,150,150,1.0,0.01010101010101011,0.9494949494949494,3.7353566912819547,2.2732851015114424,5.197428281052467,True
gemma4_E4B_it,5,199,0.03,0.2261306532663316,150,43,0.2866666666666667,0.1934673366834171,0.03266331658291452,7.371640452131971,1.9801926052519718,12.763088299011969,False
gemma4_E4B_it,5,199,0.06,0.2462311557788944,150,65,0.43333333333333335,0.1884422110552764,0.05778894472361801,9.68894771460254,6.9043268170472665,12.473568612157813,False
gemma4_E4B_it,5,199,0.1,0.2814070351758794,150,86,0.5733333333333334,0.17964824120603015,0.10175879396984924,8.253702140739346,6.66933915723593,9.838065124242762,False
gemma4_E4B_it,5,199,0.15,0.3165829145728643,150,118,0.7866666666666666,0.17085427135678394,0.14572864321608037,9.195059986888236,7.863475361248295,10.526644612528177,False
gemma4_E4B_it,5,199,0.2,0.3567839195979899,150,131,0.8733333333333333,0.16080402010050254,0.19597989949748734,8.406185419056847,7.192732762949228,9.619638075164467,False
gemma4_E4B_it,5,199,0.25,0.3969849246231156,150,145,0.9666666666666667,0.1507537688442211,0.24623115577889448,9.46615049737867,7.737294963855102,11.19500603090224,False
gemma4_E4B_it,5,199,0.4,0.5125628140703518,150,150,1.0,0.12185929648241206,0.3907035175879397,9.077733251111791,5.524579701695156,12.630886800528428,True
gemma4_E4B_it,5,199,0.6,0.6683417085427136,150,150,1.0,0.0829145728643216,0.585427135678392,6.058315538832118,3.6870049082128613,8.429626169451375,True
gemma4_E4B_it,5,199,0.8,0.8241206030150754,150,150,1.0,0.04396984924623115,0.7801507537688442,4.546175589526195,2.7667379826524856,6.325613196399905,True
gemma4_E4B_it,5,199,1.0,0.9798994974874372,150,150,1.0,0.0050251256281406975,0.9748743718592965,3.638112166360525,2.214103462921641,5.062120869799409,True
gemma4_E4B_it,5,399,0.03,0.2230576441102756,150,40,0.26666666666666666,0.1942355889724311,0.0288220551378445,6.63694543024159,0.3912478154255307,12.88264304505765,False
gemma4_E4B_it,5,399,0.06,0.2481203007518796,150,63,0.42,0.1879699248120301,0.06015037593984951,8.858593624756939,6.172721609877042,11.544465639636833,False
gemma4_E4B_it,5,399,0.1,0.2807017543859649,150,80,0.5333333333333333,0.17982456140350878,0.10087719298245612,7.52865335968631,5.944019025081216,9.113287694291405,False
gemma4_E4B_it,5,399,0.15,0.3182957393483709,150,110,0.7333333333333333,0.17042606516290726,0.14786967418546365,8.081467417611158,6.864085679130066,9.29884915609225,False
gemma4_E4B_it,5,399,0.2,0.3583959899749373,150,134,0.8933333333333333,0.16040100250626566,0.19799498746867167,8.799460591916738,7.508368445215135,10.09055273861834,False
gemma4_E4B_it,5,399,0.25,0.3984962406015037,150,143,0.9533333333333334,0.15037593984962408,0.2481203007518796,8.741175878460322,7.261741630245913,10.22061012667473,False
gemma4_E4B_it,5,399,0.4,0.5162907268170426,150,150,1.0,0.12092731829573936,0.39536340852130325,8.970739923047974,5.459465079786016,12.482014766309934,True
gemma4_E4B_it,5,399,0.6,0.6741854636591479,150,150,1.0,0.08145363408521303,0.5927318295739349,5.9836542192846425,3.6415670881025113,8.325741350466773,True
gemma4_E4B_it,5,399,0.8,0.8320802005012531,150,150,1.0,0.04197994987468673,0.7901002506265664,4.4889269559423255,2.7318972762450247,6.245956635639626,True
gemma4_E4B_it,5,399,1.0,0.9899749373433584,150,150,1.0,0.002506265664160401,0.987468671679198,3.5917112255350707,2.185864508467624,4.997557942602517,True
gemma4_E4B_it,5,799,0.03,0.2240300375469336,150,37,0.24666666666666667,0.1939924906132666,0.030037546933667003,4.641398610055512,-1.5038084709703212,10.786605691081343,False
gemma4_E4B_it,5,799,0.06,0.2478097622027534,150,60,0.4,0.18804755944931165,0.05976220275344174,8.229180235447064,5.505939870076862,10.952420600817268,False
gemma4_E4B_it,5,799,0.1,0.2803504380475594,150,89,0.5933333333333334,0.17991239048811014,0.10043804755944924,8.76906637669156,7.152970165751558,10.385162587631562,False
gemma4_E4B_it,5,799,0.15,0.3191489361702128,150,114,0.76,0.1702127659574468,0.14893617021276598,8.492083957550694,7.241349278435007,9.74281863666638,False
gemma4_E4B_it,5,799,0.2,0.3591989987484355,150,138,0.92,0.16020025031289112,0.1989987484355444,9.52628112549932,8.071879634408283,10.980682616590357,False
gemma4_E4B_it,5,799,0.25,0.3992490613266583,150,140,0.9333333333333333,0.1501877346683354,0.24906132665832292,7.990254139676984,6.731399918273537,9.249108361080431,False
gemma4_E4B_it,5,799,0.4,0.5181476846057572,150,150,1.0,0.1204630788485607,0.39768460575719655,8.918379694837355,5.427599387553532,12.40916000212118,True
gemma4_E4B_it,5,799,0.6,0.6770963704630788,150,150,1.0,0.0807259073842303,0.5963704630788484,5.947146165864787,3.61934880460679,8.274943527122783,True
gemma4_E4B_it,5,799,0.8,0.8360450563204005,150,150,1.0,0.04098873591989988,0.7950563204005006,4.460944743068982,2.714867698378804,6.207021787759159,True
gemma4_E4B_it,5,799,1.0,0.9949937421777222,150,150,1.0,0.0012515644555694538,0.9937421777221527,3.5690367103709955,2.1720651201450067,4.966008300596984,True
gemma4_E4B_it,10,24,0.06,0.1666666666666666,150,84,0.56,0.0925925925925926,0.074074074074074,16.448225607253402,14.27947736218605,18.616973852320758,False
gemma4_E4B_it,10,24,0.15,0.2083333333333333,150,129,0.86,0.08796296296296297,0.12037037037037032,16.585695096959896,14.689684159315416,18.481706034604375,False
gemma4_E4B_it,10,24,0.25,0.25,150,148,0.9866666666666667,0.08333333333333333,0.16666666666666669,18.844556411114457,15.09454517880805,22.59456764342087,False
gemma4_E4B_it,10,24,0.4,0.3333333333333333,150,150,1.0,0.07407407407407408,0.25925925925925924,15.24407433830696,9.88947449005651,20.59867418655741,True
gemma4_E4B_it,10,24,0.6,0.4166666666666667,150,150,1.0,0.06481481481481481,0.35185185185185186,11.23247582822618,7.2869812031995345,15.177970453252826,True
gemma4_E4B_it,10,24,0.8,0.5416666666666666,150,150,1.0,0.05092592592592593,0.4907407407407407,8.05347323533198,5.224628032482685,10.882318438181272,True
gemma4_E4B_it,10,24,1.0,0.625,150,150,1.0,0.041666666666666664,0.5833333333333334,6.775144150358648,4.395321995580671,9.154966305136625,True
gemma4_E4B_it,10,49,0.03,0.1224489795918367,150,31,0.20666666666666667,0.09750566893424037,0.024943310657596335,17.31718302464287,9.448152606303603,25.186213442982133,False
gemma4_E4B_it,10,49,0.06,0.1428571428571428,150,54,0.36,0.09523809523809525,0.04761904761904755,17.071763841935045,13.584603345186274,20.558924338683813,False
gemma4_E4B_it,10,49,0.1,0.1632653061224489,150,79,0.5266666666666666,0.09297052154195012,0.07029478458049879,16.383037255480275,14.110793807833687,18.655280703126863,False
gemma4_E4B_it,10,49,0.15,0.2040816326530612,150,122,0.8133333333333334,0.08843537414965986,0.11564625850340134,15.804365689612366,14.042014368760125,17.566717010464608,False
gemma4_E4B_it,10,49,0.2,0.2448979591836734,150,140,0.9333333333333333,0.08390022675736962,0.16099773242630377,14.879267977080465,12.931837428046546,16.826698526114384,False
gemma4_E4B_it,10,49,0.25,0.2857142857142857,150,148,0.9866666666666667,0.07936507936507936,0.20634920634920634,15.22060325513091,12.191748029037273,18.24945848122455,False
gemma4_E4B_it,10,49,0.4,0.3877551020408163,150,150,1.0,0.06802721088435375,0.31972789115646255,12.361034274324558,8.019124704703035,16.70294384394608,True
gemma4_E4B_it,10,49,0.6,0.5306122448979592,150,150,1.0,0.05215419501133786,0.47845804988662133,8.260217216491764,5.358751579920036,11.161682853063493,True
gemma4_E4B_it,10,49,0.8,0.673469387755102,150,150,1.0,0.036281179138321996,0.63718820861678,6.202511860070329,4.023831257520028,8.38119246262063,True
gemma4_E4B_it,10,49,1.0,0.8163265306122449,150,150,1.0,0.02040816326530612,0.7959183673469388,4.965543682848326,3.2213577873593384,6.709729578337313,True
gemma4_E4B_it,10,99,0.03,0.1212121212121212,150,30,0.2,0.09764309764309764,0.02356902356902356,17.465753420114726,9.037656610297134,25.893850229932323,False
gemma4_E4B_it,10,99,0.06,0.1515151515151515,150,55,0.36666666666666664,0.09427609427609428,0.057239057239057214,14.452381209669753,11.562540532155488,17.342221887184017,False
gemma4_E4B_it,10,99,0.1,0.1818181818181818,150,91,0.6066666666666667,0.09090909090909091,0.09090909090909088,14.451729803863614,12.656424951920323,16.247034655806903,False
gemma4_E4B_it,10,99,0.15,0.2222222222222222,150,121,0.8066666666666666,0.08641975308641975,0.13580246913580246,13.301483396293406,11.820303748073394,14.782663044513422,False
gemma4_E4B_it,10,99,0.2,0.2626262626262626,150,140,0.9333333333333333,0.08193041526374861,0.18069584736251398,13.257241045873819,11.522104865222353,14.992377226525285,False
gemma4_E4B_it,10,99,0.25,0.303030303030303,150,149,0.9933333333333333,0.07744107744107745,0.22558922558922553,15.069549186801952,11.504791861760287,18.63430651184362,False
gemma4_E4B_it,10,99,0.4,0.4242424242424242,150,150,1.0,0.06397306397306397,0.36026936026936024,10.970034804202205,7.116724633031321,14.82334497537309,True
gemma4_E4B_it,10,99,0.6,0.5858585858585859,150,150,1.0,0.04601571268237935,0.5398428731762065,7.320958777856357,4.749414983790134,9.89250257192258,True
gemma4_E4B_it,10,99,0.8,0.7474747474747475,150,150,1.0,0.028058361391694722,0.7194163860830528,5.493574371527156,3.5639135837801152,7.423235159274198,True
gemma4_E4B_it,10,99,1.0,0.9090909090909092,150,150,1.0,0.010101010101010091,0.8989898989898991,4.396231176215864,2.852020733087458,5.94044161934427,True
gemma4_E4B_it,10,199,0.03,0.1256281407035175,150,35,0.23333333333333334,0.09715242881072028,0.028475711892797212,17.865870178878826,11.26144855848686,24.47029179927079,False
gemma4_E4B_it,10,199,0.06,0.1507537688442211,150,57,0.38,0.0943606923506421,0.056393076493579,15.170728352085078,12.25834168874378,18.083115015426376,False
gemma4_E4B_it,10,199,0.1,0.185929648241206,150,85,0.5666666666666667,0.09045226130653267,0.09547738693467334,12.901959771497578,11.2165313335036,14.587388209491557,False
gemma4_E4B_it,10,199,0.15,0.2311557788944723,150,136,0.9066666666666666,0.08542713567839197,0.14572864321608034,15.231736344213905,13.374277067240095,17.089195621187717,False
gemma4_E4B_it,10,199,0.2,0.271356783919598,150,143,0.9533333333333334,0.08096035734226688,0.19039642657733113,13.520885566364502,11.592920440083635,15.448850692645367,False
gemma4_E4B_it,10,199,0.25,0.3115577889447236,150,150,1.0,0.07649357900614182,0.23506420993858176,16.8131397888057,10.907393479531846,22.71888609807955,True
gemma4_E4B_it,10,199,0.4,0.4422110552763819,150,149,0.9933333333333333,0.06197654941373535,0.3802345058626465,8.940608699667619,6.825674805003778,11.055542594331461,False
gemma4_E4B_it,10,199,0.6,0.6130653266331658,150,150,1.0,0.042992741485203795,0.570072585147962,6.932744222416453,4.497563814772681,9.367924630060225,True
gemma4_E4B_it,10,199,0.8,0.7839195979899497,150,150,1.0,0.024008933556672257,0.7599106644332775,5.200831631952386,3.373999011670027,7.0276642522347466,True
gemma4_E4B_it,10,199,1.0,0.9547738693467336,150,150,1.0,0.005025125628140713,0.9497487437185929,4.161276808399294,2.6995959170387462,5.622957699759842,True
gemma4_E4B_it,10,399,0.03,0.12531328320802,150,23,0.15333333333333332,0.09718741297688667,0.028125870231133318,8.99720843708555,1.1751769983147287,16.819239875856372,False
